gene	PMID_PMCID	evidence
ENSG00000069535	7695241,25034874,9596006,26000819,17270484,10990520,30963543,30214392,29648817,30359642,27421021,9129714,8929994,15699372,29477889,22847254,2783613,31421966,33887441,22257893,23122857,25627172,17824599,29339253,29792714,34871839,31265934,30833108,22225638,25600407,22282722,20650633,30808606,27658798,23631427,31005056,31537422,29198609,27692996,29126727,27855360,28107736,33210537,27575476,18723354,23102654,25746740,24769350,23810676,11159700,34780749,18286173,26388575,9326944,29769405,10428061,18782051,24167038,11295131,27323016,27323177,27525849,27525854,27525856,27706628,27808388,27819741,28002589,18549347,21781348,15710490,12428723,27190009,18327668,11978145,23258538,19948168,14965331,15355491,12815660,23093014,12465073,16257223,10617673,25456120,26056851,28320274,34290084,18205889,29278274,9045087,28685208,22270014,16641841,12963742,19499843,12043833,15247489,20600573,29050386,15563241,8602220,30964996,16034956,9829163,19673610,35457272,30216543,17044053,9564630,25805645,14555244,16209898,15845104,17868389,28807675,16519673,3487052,7487655,23410161,24347760,9549600,35044623,25420207,25425329,32569895,32585871,3258018,32648512,3266524,8680861,8627546,9109551,9116194,9116585,9251066,9706728,9721939,25900046,1578260,15778090,25851099,15890481,15856624,33109837,3315149,33252908,16197359,16204711,16252076,34597253,34611843,34666128,25010617,32037726,7544444,8785021,21050861,20979033,30077198,31686637,6428147,15462390,15477581,25724264,15513899,10792435,10799657,10809402,10867219,26630457,26590367,1649757,16485914,16442801,16458520,28299453,28238669,2827846,31954292,32476010,35447344,3486945,14675127,14697903,20026027,23112538,27186120,15339864,9918541,1571860,15766996,9972692,26164425,33068177,16343694,16175158,16413604,16296809,16274338,10084365,25648938,25711470,2597311,2597312,25968563,3278920,11160474,11172770,11154095,11279270,11440198,2029154,16038119,16054369,16012872,21338509,27061066,34256118,34346015,34503372,2193108,34390968,21858609,22035028,22086140,22093536,21939547,21953831,22772874,17948613,17948614,1801532,23573275,18036149,18041937,23515972,23518709,30160213,18678789,26293004,26300398,26364897,35696024,31639490,20919927,34562673,17635668,19697948,30352150,34162132,14732458,31426448,32408504,11944739,12898343,18332857,18394564,18399960,18353131,18364399,29079063,9313891,10727711,31584763,15178694,23812646,23735235,17659477,19378817,19810877,3082793,30813423,24767579,7867755,32470790,8469402,8439389,9423934,14696044,14697899,31872702,24437461,30291173,14663013,3091760,28777756,28787702,35729693,29956417,19131039,31562557,15279565,19821381,7527888,7530297,9260033,9280684,28069007,28110399,17705047,17762036,19454106,17767924,16227533,33759401,33640631,11844927,11813232,17401533,17405345,17347320,12037575,12039419,17385065,17909308,17909310,17931095,12721812,18307054,18261369,18547126,18495383,18505360,18420288,18408903,1374134,24163249,24291466,24323838,24272680,19259810,19260256,1958292,32171387,32144745,32146176,32673884,32681474,32682215,32086435,32703142,32711021,7995014,7964880,8000101,8047259,8614567,20197647,71602,15621213,10591057,10643794,21311414,27230697,27245668,11460878,11462789,11553681,11572661,17016505,17017567,17186710,11859269,12165403,17199024,22948897,22921927,12628657,18175401,18221241,24053341,14521485,24928805,24919813,25248508,25249059,25196265,24910244,32238065,32238135,32246471,32330133,32205118,25499799,25516514,7651456,7656485,25546160,7721026,9751197,9754903,20707760,20653797,15935594,10981823,16007239,11008487,11068448,11138845,11085327,11085911,34174267,34031800,33921982,3398991,33971272,26414358,26452793,26474874,21453201,21651332,21661054,1682909,21626552,11716151,3556086,35675140,35589633,28682929,28554414,28726524,28682134,23030609,12880486,10701898,10729359,26784178,22133327,18781681,19110205,31303592,31325463,3128644,3131149,20839183,17586328,22507762,23461900,29987518,30689042,3143167,1967482,9559942,29934198,28293967,20869624,19127579,2502843,16450340,26917951,15300656,23190324,27004312,27037047,30017881,23176073,24833119,23360954,3097257,29748109,29759929,8994331,34962574,29432286,32446176,29578580,8413955,8374913,9592786,7816197,7839316,7884400,14697896,23506388,8321428,1749211,21812497,21318773,24011391,26897020,21423589,34142645,34047146,28537214,29760163,29713806,30986504,9041683,12007928,29496172,29498006,29441484,29339106,23634791,23673910,29549278,30272370,24650154,18991661,18937611,1491247,15013024,9853994,8780511,34814086,34856751,34957948,3498665,29558946,29569037,29570862,1388699,24517570,24522637,19396396,8272194,8243537,8420141,8390270,8302308,34744409,35697709,31014820,31017021,3101671,15108632,19228103,15130772,25342080,25322951,15147504,26587996,2041591,34766657,35718278,8978757,21795029,9073165,7835226,8959986,8937512,34918543,16352699,9363829,17100591,34798458,32474182,22382421,24501813,34784871,10222117,19969022,12866710,20002521,16927880,17155854,31823527,22112257,29988514,30534374,35091889,28144826,28148284,23844695,30004136,3112896,3123604,19777340,19728752,27030558,27655136,27665574,27605388,2769256,1686284,22439669,17495756,17447416	DisGeNET,PubChem
ENSG00000069696	31933369,25896831,27497990,21781348,15917720,20498626,16816977,35399136,19914604,11176958,27343365,31835621,27795960,7573171,17197367,33836279,35658399,28877102,31238535,35151866,23232665	PubChem
ENSG00000069869	35773260,35773961,27494837,24831002,21953697,27173227,25467637,24475238,25701813,29180403,29214369	PubChem
ENSG00000070610	34459538,30600575,28847804,31703585,32109051,32739173,33971917,27697915	PubChem
ENSG00000070748	26787846,31655049,12781587,26711621,14645660,27581457,19720621,19756365,18639597,25172664,27164043,2460590,18498681,33588752,25367503,26009769,22779732,30253092,22384126,16175554,27956121,25488013,3259926,8105420,8123190,16242126,22996751,23004566,24973407,8788912,27997067,23875735,26582732,26921469,11330335,25989851,32813239,2706531,21955729,3631918,22766481,12429210,26394842,33479243,27891695,3791066,20955797,31220524,33426708,32470790,9517471,12902309,1834312,18329941,30978411,22608184,35858550,29037828,7529325,8841967,33350241,33753063,16722248,27809277,17367952,24341912,19341798,7595558,20188767,10650154,2151294,11476292,2723671,11563631,7720819,2079721,20698783,3390025,3399080,2166243,21647710,26794326,10199611,31608979,2823192,3202615,2885768,20818670,3000280,1964958,2975699,29508906,2463283,1729398,3495748,2956364,8297921,7055689,8239303,3339358,8838576,3477996,6143610,19748499,26999074,34128468,28526609,3831845,2848549,2851679,29379995,23701914,24553948,24613235,6089493,4125419,29651049,9629847,17113055,7911982,14766796,31231674,28168621,27660217	PubChem
ENSG00000070808	22871113,31750928,16826604,22814000,19291219,35008836,25661995,16029214,29204298,26859572,29107062,15190099,35699744,30895594,29452071,28927418,18423776,24055892,30604645,35246032,25351365,17449457	PubChem
ENSG00000070831	33402057,26375402,23139861,24256571,32728898,22135858	PubChem
ENSG00000070961	31686426,17823202,22457822,23154387,25205229,33571110,20530112,28536620,28334751,24420862,33799982,26134396,26965689,22285144,11272406,25533544,22563390,26747608,22315971,12868486,25461191,33137400,27458821,27997702,27979718,22265874,31811588,28255907,22454690,155728,16397922,25036090,28301304,12547648,11314862,14602543,18247558,18281203,18566505,18569015,32093791,27289535,17171187,12587524,12606243,24682942,10386974,11116526,22845487,34050864,12325312,8177363,29341798,9877317,32393395,31121284	PubChem
ENSG00000071564	30081046,24475283,11358437,17672970,27815842,7720819,26510930,9013604	PubChem
ENSG00000072274	26214738,14752097,17060373,21831964,28130443,12478613,19250338,19290777,14742448,27343690,8420130,25894020,31904393,24789352,20075191,15717064,26047847,11205134,11425282,10510383,34310628,18085726,30165139,11313346,12573054,12523938,26996132,30593976,27350533,16603447,22175028,8847538,33441545,31634513,16705042,24209443,19609632,20158436,21276430,21570450,17168739,10366015,20599807,21672570,22166418,19104914,19118623,1915737,28240188,9566409,21318773,35149134,15024722,15105252,22536790,22483312	PubChem
ENSG00000072310	21293178	miRTex
ENSG00000072518	27975167,22858098,29561612,23218601,21151955,20949042,22378780,30185553,16672981,21504582,21262209,18003639,19558454,21499257,18359116,24522549,24184327,25108683,18257932,22643835,22961549,28147270,17267121,20179104,29111393,22238344,21258085,20171192,33888730,20508036,19087301,15026413,27033194,17000703,17141510,19270741,15349859,16702191,25849930,27456084,18397367,20108944,19570025,29402177,16934779,25875370,26740872,17623045,31828678,16410750,20385539,34215308,21907219,21851176,20049715,18803299,31517532,27975170,17915333,20197647,18183483,24084685,24931005,20717630,34042039,28353281,28366826,28627590,18841278,34973450,19969022,31130327	PubChem
ENSG00000072832	29748634,29414102,31261893,30089789,25118928,33497031,35606853,22155091,34586801,28502042,30240821,24021799	PubChem
ENSG00000073756	27385366,22847254,19110419,28923363,24456901,29274035,22842585,30107806,26691871,29321620,19276172,22818222,31049133,21717513,24854197,28395174,32353516,20074624,19616617,31033038,19861252,21174803,17715026,17884023,21094252,14561922,26520095,35638297,18657183,14704277,33802409,34445767,26346361,32429710,21970803,21482445,19908287,30475154,23385625,26009769,21376018,17560944,16781689,15306248,18349428,20166930,35093118,22826171,12392782,22499581,23159314,21384098,21554732,27456084,26646749,21132259,27863501,32540418,31887307,32580013,32658590,32556929,15789435,15931668,15845609,33160981,33147699,33172035,22996751,25018136,32016638,24975832,20399900,20452332,20951784,23875735,17481595,31823283,31732449,31669519,15453089,26607911,26660326,26592472,28292183,28208679,23871716,24793810,22245093,30472438,26999333,22385680,19666045,35127957,15331118,15716464,26108182,33008094,33049992,16419087,25666429,25702964,25621771,21179447,11180504,27498777,27514753,27584055,27529445,27534446,27543773,27549180,16101543,16036795,16041799,27167771,34364303,34297967,34481870,34394837,34478828,22018032,22089194,22089932,21951056,22742420,12475019,29169114,29267220,29300354,29207498,29217173,29198015,17976742,17982883,30097802,18751914,18760329,26328537,29048735,34162132,23279934,18380473,18389097,18403118,24995576,28006954,27616549,24970746,31349553,31351366,25777539,19090241,10863545,35834631,29960635,28853308,31251998,23811724,30810907,30734970,12666098,12702778,30488803,30453998,30466621,30529726,30518111,14645986,19997776,21234362,19914295,18940189,20087233,30413118,30930291,35853641,35780621,29136779,18806951,18819875,17727827,16566823,33263931,33641782,33626425,33751546,16712820,17356569,28984087,28972959,17901552,17868147,18481023,18279803,18535172,18537667,24341912,19487152,19450656,25087950,19582534,19583997,19604516,32087283,32747020,32671618,26244281,10666314,21234736,21246298,26190397,21291942,27313094,27316720,11526957,17173870,22940226,12618347,18612814,18648914,18657551,24752390,24946750,25248435,25579382,10991672,33978902,26504373,33486071,21667279,21642436,28346830,28369131,28577132,22804247,28728000,22863927,26861286,26729090,22119889,34587406,29099102,29102164,28861668,20868657,20882760,23446007,23500882,29970291,30678325,23977987,23354599,35418806,34124763,34071951,29709151,29720230,31028778,30949950,17305569,29498006,29338785,29534526,29904013,30011811,30200569,23691265,23698769,23703110,30230979,30236122,30368226,34780806,35021949,12183047,29656363,14718612,30995031,12843292,31247335,17320073,30590319,20851755,35055142,27016022,21685825,22166436,30090328,20808546,22185664,28146110,28914791,23419834,24026619,31130327,25595674,16569398,27734267,27646116,27618286,16861115,22447574,15285796,22619734	miRTex,PubChem
ENSG00000073792	19640926,15158159,25637286,26960935,35504872,31644913,35701754,29747690,20457918,28115417,30818055,27888296,22012985,20604804,20098416,19481605,20814791,30995872,31230104,26746706,28433685,33557921,33539341,31744532,28779532,22484440,34400288,31836471,20510502,28755477,34838592,26769362,30475154,31005259,16325767,34520759,31989342,34948195,24746855,28148299,22230652,27364102,25174890,22898310,25404088,25434725,25446361,15819411,33146846,33152946,20929985,31734597,30059366,31452956,25976674,32787548,21052746,29260454,26409479,26295827,22361619,30552896,24351814,23936437,27009601,31958096,31586624,30905782,30867060,30442917,31869719,34545064,33632304,30914252,35776077,35809720,35752080,33350241,33432492,33639218,33639357,27818354,28981090,24262172,25169902,32713934,32710901,32770451,32724177,33838212,26509433,33460487,35618982,35691001,35550926,28390981,28357809,22898350,34580047,28840510,31341250,20862500,23503475,30672645,22503003,23404372,35257795,29498006,29439518,30288644,30310174,30218400,30411383,35104487,35457010,33741985,23259041,23912309,31197654	PubChem
ENSG00000073921	21912625,28567584,35695987	PubChem
ENSG00000074416	34218085,26498506,29352424,25976369,24973119,32203086,27318096,34117788,28826718,35232358,16375680,17274532	PubChem
ENSG00000074800	17877381,15755676,18247558,21570450,33856546,20862500,18855937,20043814,17532186,15946658	PubChem
ENSG00000075673	28098219,32833426,23567447,26331702,28960461,26790458,15478852,18942671,29402646,22462630,32393395	PubChem
ENSG00000075785	33459343,25416817,27333324,27903237,24569479,33032646,29747217,35637478,25394383,30107856	PubChem
ENSG00000077279	33132188,28325755,21296669,22545122,23270607,19353521,20976472,19154439,31140356,28194885,26041662,34258929,29218419,26950181,17803225,23734736,19900418,18556510,18407421,18508479,21246554,26201615,21272591,18219258,21458429,21647579,35614294,28363755,21029775,29393203,34011937,19188487,24618574	PubChem
ENSG00000077498	26706112,19168892,18248610,23028833,16567160,25865825,18390556,16790533,30846695,25432672,15925494,23075798,20480001,20963458,20083145,12835121,31899985,35602445,31744850,11342252,24444880,32468462,15773923,32781320,21143944,11170726,21377526,34206459,22045657,18034433,18688822,14733954,23776585,30725569,31872821,34882402,19123033,31562763,9282942,17716620,16764861,12082031,24146367,19502746,19442875,10556560,10644014,12146638,22971079,12610837,24917394,20721623,33900640,35684514,19057677,26846491,26781225,21688047,22322829,19626597,23403028,31365785,24426108,34145703,28488389,29788869,29696968,15024722,34769179,35106636,34762142,35456994,22370350,30050651,32401067,27640074,21207412,23877049,31403773,31127354,31130632,26999318	PubChem
ENSG00000077782	22537018,16988046,29698669,16039006,18779056,16228947,22971544,24057103,35526035,9622624,23872135	PubChem
ENSG00000078018	30236862,32228644,35701839,23397250,20024519,16573651,8844522,7831476,20052410,2548130,16189719,17596716,15351709,31982670,15347036,15327754,11406314,20388119,27544365,34445628,17992568,23578846,23594934,15581421,18713553,27340670,18385323,12498780,12392201,17803225,28006954,12648765,19196042,23747860,29916143,17762705,18248323,18555604,24323403,10672322,21272591,11578843,18652826,25203772,32303175,25591959,10378376,20698783,28732502,19032978,15372504,22507143,9559942,23341224,28952015,32892745,33129359,28210976,28535980,29338033,15013024,8773150,29656363,19196136,8947945,15184375,10344791,16566907,27632381	DisGeNET,PubChem
ENSG00000078070	33559030,22438815,26914237,21812969,22507762,26738859	PubChem
ENSG00000078081	33559030,22438815,21812969,27697285,35314697	PubChem
ENSG00000078142	16641227,16155123,21177249,17561816,26960433,24833599,19714494,18420832,29669022,28421199,24130211,24254198,17434462,18643794,24632468,17109620,22610785,16978869,21683736,35543148,19146917,31960754,24801546,25407931,25424428,33188898,25061726,32016793,20452332,28000847,26785691,17481595,12832036,22387674,32833426,11223915,27171858,22078207,18077571,23543412,22664423,29936883,12660249,30552896,19786063,28082123,28284752,28190476,21770712,30905782,12668241,12710931,29433359,19410597,22617635,34837554,17135412,27442690,35810264,31545891,20182544,33724802,16687388,18278798,19252273,32762399,21237255,26282118,21507900,27224270,11689167,17029596,24122363,20633628,16000163,33838212,28627590,12939516,22178905,22182582,22119889,29147906,19672295,35217810,12363409,17622797,23649659,30428519,18996148,15063528,24390959,19383943,27412483,20522007,24440915,22451397,27013469,27731364,16887804,16872778	PubChem
ENSG00000078401	19276553	DisGeNET
ENSG00000078549	14532270,14579121,17116640,29230633,31401178,29704474,19835562,26204407,21524257,32335135,20632962,35593471,24856828,35199308	PubChem
ENSG00000078579	18252210,20471450,16988046,15474354,12704805,29698669,18568448,15756457,15944804,16077992,25030126,15967032,18982104,18205889,15122513,29774458,30043675,15630449,22971544,35695987,34845561,21738488,31171821	miRTex,PubChem
ENSG00000078808	21725169,18568448,27253404,23169921,33052436,9042576,10516303,28939911,31361457,12673835,23331067,9117542,9225735,10865059,28220836,20383714,2140897,30161282,20574962,9526044,9358249,8419792,8294901,9280687,10650144,7704619,20683911,33919373,1684519,11734360,7538646,8846230,1353337,8731382,7897400,21318773,10370901,34018041,29379995,9871436,8931015,27722926,16902763	PubChem
ENSG00000079215	21384157,32893191,20530112,25064045,22285253,32555131,35468899,15341597,29183790,15473988,31815123,18831527,9276486,17329435,24269587,19453300,25128239,26172319,21235809,20643175,28610743,28828603,23361938,29778792,23876150,17497670	PubChem
ENSG00000079999	26453926,33387904,23837912,32402936,20377612,23295186,21719443,31176653,33777321,27086966,28145852,31054074,34838592,31891690,34426758,22342405,17982879,20196834,35630630,19735445,22838648,16092930,32580013,33232417,34676557,32020857,35323490,23050144,34391968,21972102,29890337,31426448,35776077,32128811,32770451,20202476,20166144,26233727,27277809,18629638,24959672,33844027,35549469,35691001,29147905,17508929,29768946,29748743,34887364,34951363,23109883,23419834	miRTex,PubChem
ENSG00000080815	26349946,25220527,26099047,16375654,15003276,26203236,23172224,22188655,25808939,25604428,32666270,31505809,25661995,32925074,12451676,30171839,20535038,12392798,31295555,29579687,27768960,27835671,25182745,26262618,32246471,16805794,26745006,21380836,35231558,17328689,33074454	PubChem
ENSG00000080824	23144451,18003639,19536328,33003328,17317785,14962978,28438176,18359116,18632670,33749726,29471019,19759002,19027885,20021225,21092208,22016808,30093405,26405178,26299928,30885942,30463061,31607444,16741751,24234033,24314025,24096700,24729093,28725954,21437181,30400118,19934398,22555844,25600110,27660272	PubChem
ENSG00000080845	37186176	OpenTargets
ENSG00000081237	18093340,19908287,19412574,15872020,31802419,11294468,16023589,23594934,25116258,29854828,33282962,20406327,27364890,12796814,20158462,35066761,19774667	PubChem
ENSG00000082293	25475535	DisGeNET
ENSG00000082641	27064872,27329039	miRTex
ENSG00000082701	24348261,31123295,29429051,21159074,21130530,24586351,23628795,16315267,24779391,19573950,25394490,29190615,24681994,31325476,23094836,29288045,18005341,15132987,28638078,33962496,28421373,15044068,20696185,31443765,28247332,15585578,31697645,25769802,20026151,20143421,27374489,19523343,26499115,33610666,35689841,28569794,30008636,30302821,24440915,22065948,27012722	miRTex,DisGeNET,PubChem
ENSG00000084093	22766071,32001620,35638297,19631241,34943958,25467131,21210816,20513370,26188143	PubChem
ENSG00000084207	23721876,31559607,17190945,17034008,23857610,20461808,15288444,12524158,17250723,20472488,17449559,18327668,18792812,23552977,26121922	DisGeNET,PubChem
ENSG00000084453	22685416	OpenTargets
ENSG00000084733	34530877,33459343,29177506,32709066,33132310,31804465,34043193,35012605,30048714,29562525,34125248,32550012,35347144,34515301,29286425,33367571,35675433,35599495,30597610,30872638,29310658	PubChem
ENSG00000085377	31732257,25894999,25555914,23562579,29367610,19687473,27966077,24746855,32630529,33152946,21222624,27503084,32447211,34968496,29998529,27927963,27818354,11790513,17878957,18293395,18571285,21539473,24953230,25240592,21679099,22233220	PubChem
ENSG00000085514	34206597,34767070	OpenTargets
ENSG00000085563	15767512,12724617,20558393,19663741,15542248,12360103,28412655,26457621,23987116,18325822,19184162,22971641,30877973,34184879,18855017,22545122,24297779,19255821,33198348,34563617,25045708,15359566,16447756,21821107,35127957,15319335,16176358,16410677,31384856,30352150,25036090,19732497,23774004,31559607,34264435,18265929,18552277,15668963,12153471,18598736,24105845,20645922,15936515,34106485,21434860,28407791,26857251,22672924,30390553,19949924,29569037,23198691,26991136,23421673,22472186	DisGeNET,PubChem
ENSG00000085662	16128820,17270157,17490626,19013440,10854571,19388687,10797558,33146867,35684514,19073213,30508605	PubChem
ENSG00000086548	25475535	DisGeNET
ENSG00000086991	32423817,25645462,30736297,26212551,32584140,34346829,30513656,29132391,28095923,23848532,35075150	PubChem
ENSG00000087085	31265934,32008882,29126727,21067438,22051349,33716020,26366809,35273283,30366679,28587876,14587496,22521218,29191452,18671661,19474411,14645660,19714494,23201480,31820278,30521930,10051746,16863459,18498681,30878792,22864020,27599497,21194010,31336111,24599255,21762928,23410161,14637119,19300554,25425329,25454317,32583771,32646230,32651640,25900046,25923962,15877706,33219523,34653442,31620809,20981484,27901474,1347220,31791684,31899985,27570270,35602445,15461566,10771016,28212832,35023027,31954292,19877295,32439558,22454690,26114860,33079324,16133720,16309845,26022447,32896793,21145918,11215841,27469080,16041534,34258930,34340603,34455974,21913739,34384037,21864289,21939707,22712644,12469000,29204935,2360805,18036286,30159851,20538500,26294137,26300470,26380951,27199640,28220973,19879939,4718190,4514342,31223019,18323764,34710534,15296848,28301304,22198569,30529163,31952986,18845194,31480727,23806723,12955099,30725569,12647432,12706204,30537031,24831121,32430695,14674691,21783668,14594523,31732566,6477229,22832236,12933939,31725927,35091981,15039118,29620282,35780621,29935183,31584139,31525623,33400519,17706853,16229010,33205381,33743158,16722248,16758132,27885333,27776205,27834131,16960863,17347320,29019394,17920128,18412283,18420288,24214089,24273007,19265606,2433403,19523811,19526284,25085750,32196446,20158466,26190397,21544925,11476292,2723671,12111473,22915447,12139365,12636179,22992546,18238832,18210807,24078735,14533120,24682942,24909584,25202788,32358751,32215836,25506674,25522862,2557047,25539902,7744305,2079721,15956811,11060751,33930191,26414358,33567615,26459156,16819980,16780890,35624580,35630617,35654119,28382410,28589443,28595532,22807560,28726034,650207,26705857,29156651,29102164,28843913,31346859,7495376,15304240,20822516,20822517,17512982,23440544,30607479,22433906,22387411,2867490,26795874,19812461,20413575,20439843,3202615,15496222,28100726,22569194,23130517,22522445,20847429,1964958,25393613,12183113,3024746,29508906,19917989,8741131,29393203,29337277,25324520,12240787,8548309,24504487,14676467,14716693,3339358,27668538,29579961,31154274,31478569,17724973,31365785,21072963,17472546,19748499,31876713,22307450,15043803,20842582,30673880,23532360,35301354,34047146,28488389,28458525,28460583,2848549,12417371,29734182,29710552,31029750,8177363,17627485,29482730,29522770,29341798,18977431,15012169,34984596,35422212,1388703,24528673,8302294,21792372,31014820,20869620,8951045,28785576,17289099,17296539,20021294,34798458,31174041,30050651,32401067,1355778,29561824,17155854,22952543,23244418,23834167,23847120,23868340,24011636,31125207,26984612,27660217,27722926,22460160,17447412	PubChem
